Date,Expense/Income,Category,Payment Method,Amount,Balance
2023-09-22 10:00:30,Income,Other,UPI,2463.52,-58462.33
2023-04-10 20:12:49,Income,Business Income,Other,2708.91,-55753.42
2023-02-27 07:30:42,Expense,Food,Cash,3312.68,-59066.1
2023-03-13 08:08:38,Income,Gifts,Other,3775.93,-55290.17
2023-02-05 03:49:57,Income,Salary,Other,166.79,-55123.38
2023-12-23 19:05:53,Income,Business Income,Credit Card,2585.32,-52538.06
2023-07-25 15:31:15,Income,Rental Income,Mobile Wallet,114.87,-52423.19
2024-01-30 11:55:31,Income,Business Income,Other,4339.88,-48083.31
2023-12-11 04:20:47,Income,Business Income,Bank to Bank,4665.36,-43417.95
2024-01-11 03:26:17,Income,Rental Income,Mobile Wallet,3476.76,-39941.19
2023-09-27 06:29:34,Expense,Entertainment,Mobile Wallet,1812.87,-41754.06
2023-03-13 08:35:48,Expense,Food,Bank to Bank,711.16,-42465.22
2023-06-25 15:33:05,Expense,Bills,UPI,4230.95,-46696.17
2023-12-07 23:02:46,Income,Freelance,Cash,2491.64,-44204.53
2023-11-03 11:14:45,Income,Rental Income,Credit Card,2678.49,-41526.04
2023-05-15 09:51:55,Income,Business Income,Other,1003.09,-40522.95
2023-04-17 09:18:00,Income,Investments,UPI,3046.55,-37476.4
2023-06-20 03:07:05,Expense,Transport,Credit Card,1649.52,-39125.92
2023-02-04 07:58:34,Income,Business Income,UPI,702.88,-38423.04
2023-04-10 10:48:11,Income,Gifts,Credit Card,1613.18,-36809.86
2023-06-07 14:20:25,Income,Freelance,UPI,948.46,-35861.4
2023-02-02 07:50:49,Income,Freelance,Bank to Bank,982.76,-34878.64
2023-06-14 18:18:15,Expense,Housing,Bank to Bank,2159.51,-37038.15
2023-01-09 05:40:56,Income,Other,Other,4996.01,-32042.14
2023-07-14 15:18:21,Expense,Food,Other,872.05,-32914.19
2023-11-12 23:54:49,Expense,Housing,Other,196.01,-33110.2
2023-10-09 01:58:11,Income,Rental Income,Credit Card,3893.22,-29216.98
2023-08-27 00:23:33,Income,Gifts,Mobile Wallet,4707.67,-24509.31
2023-03-30 00:49:35,Expense,Health,Mobile Wallet,4854.56,-29363.87
2023-07-28 07:23:42,Income,Business Income,Credit Card,4266.24,-25097.63
2023-03-01 14:25:04,Expense,Miscellaneous,Credit Card,4425.1,-29522.73
2023-07-11 21:24:58,Expense,Miscellaneous,Bank to Bank,1980.61,-31503.34
2023-01-23 17:05:47,Income,Gifts,Other,4196.0,-27307.34
2023-05-02 22:34:06,Income,Business Income,Debit Card,2872.0,-24435.34
2023-08-12 23:00:39,Expense,Bills,Debit Card,4953.58,-29388.92
2023-06-02 15:25:08,Expense,Bills,Mobile Wallet,3633.55,-33022.47
2023-06-11 09:04:37,Income,Gifts,Debit Card,2188.1,-30834.37
2023-07-27 08:42:25,Expense,Transport,Debit Card,4199.24,-35033.61
2023-02-08 18:32:01,Expense,Shopping,Credit Card,2032.63,-37066.24
2023-06-14 08:43:00,Expense,Education,Cash,2223.29,-39289.53
2023-02-28 22:24:55,Expense,Entertainment,Other,369.58,-39659.11
2023-05-07 13:23:50,Expense,Shopping,Credit Card,1088.64,-40747.75
2023-07-05 00:48:02,Expense,Transport,Mobile Wallet,3804.28,-44552.03
2023-08-15 19:50:18,Expense,Travel,Other,1294.88,-45846.91
2023-06-14 12:14:15,Expense,Food,Bank to Bank,4316.05,-50162.96
2023-12-10 18:06:41,Expense,Miscellaneous,Mobile Wallet,4177.03,-54339.99
2023-12-29 04:45:31,Expense,Travel,Credit Card,1865.69,-56205.68
2023-04-17 21:33:04,Income,Business Income,Mobile Wallet,4217.34,-51988.34
2023-11-26 22:53:19,Expense,Housing,Cash,1951.46,-53939.8
2024-01-06 03:03:44,Income,Gifts,Credit Card,406.01,-53533.79
2023-10-16 13:37:17,Income,Rental Income,Other,954.69,-52579.1
2023-01-17 20:26:59,Income,Salary,Mobile Wallet,3259.14,-49319.96
2023-12-25 06:26:45,Expense,Housing,Cash,3193.35,-52513.31
2023-03-01 08:20:09,Expense,Shopping,Debit Card,4973.26,-57486.57
2024-01-20 05:38:19,Expense,Shopping,Credit Card,1276.48,-58763.05
2024-01-12 21:25:03,Income,Other,Credit Card,3842.31,-54920.74
2024-01-19 16:42:09,Income,Other,Bank to Bank,1115.58,-53805.16
2023-06-23 22:01:21,Income,Investments,UPI,2799.59,-51005.57
2023-02-06 14:34:28,Expense,Travel,UPI,1343.93,-52349.5
2023-08-06 21:34:50,Expense,Bills,UPI,4917.21,-57266.71
2023-10-26 22:32:38,Expense,Transport,Credit Card,1975.15,-59241.86
2023-12-11 08:11:00,Income,Other,Other,3459.98,-55781.88
2023-10-09 22:59:50,Income,Investments,UPI,1019.75,-54762.13
2023-08-31 15:32:38,Expense,Miscellaneous,Other,274.84,-55036.97
2023-10-11 11:18:53,Income,Rental Income,Bank to Bank,4069.79,-50967.18
2023-02-22 19:11:54,Expense,Housing,Other,580.42,-51547.6
2023-10-20 04:06:51,Income,Rental Income,UPI,1534.06,-50013.54
2023-07-15 23:46:56,Expense,Shopping,Mobile Wallet,1196.52,-51210.06
2023-10-02 08:00:28,Expense,Food,Bank to Bank,660.01,-51870.07
2023-04-20 09:28:21,Income,Other,Cash,255.25,-51614.82
2023-01-02 06:07:08,Expense,Food,Debit Card,4684.21,-56299.03
2023-11-28 03:25:38,Income,Business Income,Other,505.6,-55793.43
2023-09-11 11:05:14,Income,Freelance,Debit Card,2119.54,-53673.89
2023-10-07 14:47:46,Expense,Shopping,UPI,4576.6,-58250.49
2023-06-02 03:02:30,Income,Investments,Other,3512.04,-54738.45
2023-04-19 01:04:40,Expense,Bills,UPI,526.14,-55264.59
2023-03-20 08:45:26,Expense,Travel,Mobile Wallet,2183.99,-57448.58
2023-01-08 10:13:33,Expense,Miscellaneous,Other,4592.91,-62041.49
2023-06-11 17:15:59,Expense,Health,Debit Card,2082.53,-64124.02
2023-03-18 10:46:31,Expense,Travel,Bank to Bank,1784.79,-65908.81
2023-03-12 00:36:05,Income,Investments,Credit Card,1260.91,-64647.9
2023-05-16 02:18:44,Income,Investments,Credit Card,1620.1,-63027.8
2023-10-05 17:18:58,Expense,Housing,Debit Card,3014.49,-66042.29
2023-02-27 21:28:12,Expense,Miscellaneous,Debit Card,4550.56,-70592.85
2023-09-21 04:41:01,Income,Gifts,Cash,1053.51,-69539.34
2024-01-19 23:07:42,Expense,Transport,Mobile Wallet,608.36,-70147.7
2023-07-04 02:54:01,Income,Gifts,Bank to Bank,3596.41,-66551.29
2024-01-26 08:40:26,Income,Freelance,Credit Card,2957.24,-63594.05
2024-02-02 06:27:50,Income,Freelance,UPI,2379.78,-61214.27
2023-12-22 05:30:00,Expense,Food,Bank to Bank,1651.78,-62866.05
2023-12-19 01:13:50,Expense,Health,Cash,1333.62,-64199.67
2023-07-20 13:17:58,Income,Other,Bank to Bank,857.72,-63341.95
2023-01-23 17:54:13,Income,Investments,Credit Card,3960.51,-59381.44
2023-12-10 09:57:57,Income,Investments,Credit Card,2460.03,-56921.41
2023-02-19 19:07:47,Income,Gifts,Mobile Wallet,1925.07,-54996.34
2023-09-28 16:23:21,Income,Gifts,Credit Card,4817.45,-50178.89
2023-06-02 21:32:42,Income,Other,Other,908.41,-49270.48
2023-03-18 03:17:15,Income,Gifts,Bank to Bank,4397.81,-44872.67
2023-08-21 20:14:21,Expense,Entertainment,Cash,3682.8,-48555.47
2023-03-29 21:04:10,Income,Other,Debit Card,456.27,-48099.2
2023-09-19 23:28:55,Income,Business Income,Cash,667.07,-47432.13
2023-10-29 03:21:49,Income,Freelance,Debit Card,3163.57,-44268.56
2023-10-10 23:52:52,Income,Other,Credit Card,1381.33,-42887.23
2023-08-30 12:40:40,Income,Salary,UPI,4821.98,-38065.25
2023-05-31 05:32:11,Expense,Bills,Debit Card,606.58,-38671.83
2024-01-14 07:57:10,Expense,Transport,UPI,2354.16,-41025.99
2023-04-01 18:06:38,Expense,Bills,Cash,292.83,-41318.82
2023-06-25 22:06:22,Income,Rental Income,Mobile Wallet,1947.18,-39371.64
2023-01-16 00:10:54,Expense,Transport,Other,3407.29,-42778.93
2023-12-01 02:06:32,Expense,Miscellaneous,Cash,3416.44,-46195.37
2024-01-27 22:38:42,Income,Freelance,Other,3434.35,-42761.02
2023-03-25 01:05:15,Expense,Health,Cash,4146.9,-46907.92
2023-05-05 16:56:35,Income,Freelance,Mobile Wallet,4624.58,-42283.34
2023-02-19 00:11:19,Income,Business Income,Debit Card,4492.1,-37791.24
2023-06-06 04:09:28,Expense,Miscellaneous,UPI,265.81,-38057.05
2023-09-18 23:06:26,Expense,Education,Mobile Wallet,3307.42,-41364.47
2023-03-17 10:04:33,Income,Salary,UPI,858.44,-40506.03
2023-03-27 11:56:10,Income,Investments,Bank to Bank,1173.96,-39332.07
2023-12-26 14:21:59,Income,Salary,UPI,143.36,-39188.71
2023-03-28 07:00:56,Income,Freelance,Cash,2619.88,-36568.83
2023-02-01 09:07:03,Expense,Education,Mobile Wallet,4107.18,-40676.01
2023-07-15 07:33:12,Expense,Transport,Other,823.69,-41499.7
2023-02-23 00:16:28,Income,Freelance,Credit Card,1187.0,-40312.7
2023-10-07 20:59:19,Expense,Food,Bank to Bank,3778.7,-44091.4
2024-01-03 06:55:34,Income,Salary,Other,3229.26,-40862.14
2023-05-05 06:00:54,Income,Gifts,Debit Card,2108.28,-38753.86
2023-11-10 23:52:56,Expense,Travel,Cash,1685.15,-40439.01
2023-10-08 10:56:19,Income,Rental Income,Bank to Bank,2798.72,-37640.29
2023-10-14 01:03:56,Income,Rental Income,Cash,134.49,-37505.8
2023-08-03 17:59:29,Income,Freelance,Mobile Wallet,1856.56,-35649.24
2023-12-19 03:23:35,Expense,Travel,Bank to Bank,3785.94,-39435.18
2023-08-21 02:26:48,Income,Other,Bank to Bank,214.83,-39220.35
2023-06-27 01:50:35,Income,Rental Income,Debit Card,1529.8,-37690.55
2023-05-31 16:58:55,Income,Gifts,Credit Card,1134.5,-36556.05
2023-09-28 09:36:00,Expense,Food,Mobile Wallet,4216.76,-40772.81
2023-07-17 15:35:53,Income,Rental Income,Mobile Wallet,2050.35,-38722.46
2023-04-26 14:08:03,Expense,Health,Mobile Wallet,3392.16,-42114.62
2023-12-02 22:49:00,Income,Investments,UPI,1710.25,-40404.37
2023-07-07 13:06:18,Income,Rental Income,Cash,3831.39,-36572.98
2024-01-14 20:18:24,Expense,Travel,UPI,970.64,-37543.62
2023-06-12 05:15:42,Expense,Bills,Other,2515.06,-40058.68
2023-03-18 11:09:16,Expense,Food,Mobile Wallet,2627.09,-42685.77
2023-12-20 00:27:07,Income,Rental Income,Cash,537.25,-42148.52
2023-03-05 01:56:25,Expense,Transport,Debit Card,2225.67,-44374.19
2023-12-03 04:51:20,Expense,Transport,Credit Card,1960.13,-46334.32
2023-08-16 04:16:08,Expense,Housing,Cash,2003.22,-48337.54
2023-07-15 04:45:56,Expense,Transport,Other,1116.62,-49454.16
2023-12-10 11:11:20,Expense,Shopping,Credit Card,1651.41,-51105.57
2023-08-23 05:56:51,Expense,Entertainment,Cash,3514.41,-54619.98
2023-11-20 19:10:18,Expense,Travel,Bank to Bank,2238.57,-56858.55
2024-01-24 19:19:54,Expense,Education,Bank to Bank,3230.79,-60089.34
2023-10-04 15:35:40,Expense,Entertainment,Debit Card,1547.98,-61637.32
2023-11-17 09:31:32,Expense,Health,Debit Card,4853.74,-66491.06
2023-10-03 20:15:39,Income,Rental Income,Cash,3209.59,-63281.47
2023-09-09 14:40:57,Expense,Education,Debit Card,172.24,-63453.71
2023-06-10 00:44:42,Income,Investments,Debit Card,2731.93,-60721.78
2023-12-19 13:50:51,Expense,Miscellaneous,Mobile Wallet,4351.38,-65073.16
2023-07-20 21:34:12,Expense,Miscellaneous,Cash,3719.49,-68792.65
2023-01-05 17:03:36,Income,Business Income,Debit Card,4746.24,-64046.41
2023-04-06 20:13:59,Income,Freelance,Cash,2456.05,-61590.36
2023-12-30 05:29:09,Income,Gifts,Mobile Wallet,968.79,-60621.57
2023-10-21 11:41:02,Expense,Health,Other,2286.8,-62908.37
2023-09-24 10:03:55,Income,Investments,UPI,2432.74,-60475.63
2023-02-20 00:01:57,Income,Rental Income,Bank to Bank,4624.22,-55851.41
2024-01-24 17:27:50,Expense,Bills,Cash,4320.75,-60172.16
2024-01-09 00:14:57,Income,Rental Income,UPI,644.8,-59527.36
2024-01-02 16:55:59,Income,Salary,Debit Card,3782.67,-55744.69
2023-08-09 12:50:54,Expense,Food,UPI,2457.72,-58202.41
2023-11-28 22:36:39,Income,Salary,Credit Card,1342.96,-56859.45
2023-10-12 05:50:41,Income,Gifts,Other,4371.37,-52488.08
2023-07-02 07:27:35,Income,Gifts,Debit Card,2794.08,-49694.0
2024-01-18 17:10:23,Income,Investments,Debit Card,4565.99,-45128.01
2023-07-18 04:18:19,Income,Business Income,Debit Card,4018.34,-41109.67
2023-01-12 02:07:31,Income,Gifts,Debit Card,2670.33,-38439.34
2023-10-04 11:01:28,Income,Salary,Credit Card,2352.56,-36086.78
2023-02-11 17:16:22,Income,Salary,Debit Card,1442.67,-34644.11
2023-02-15 16:36:57,Income,Gifts,Other,3412.52,-31231.59
2023-07-09 03:22:05,Expense,Bills,UPI,301.0,-31532.59
2023-12-30 14:25:53,Expense,Entertainment,Credit Card,1099.53,-32632.12
2023-07-28 09:49:54,Expense,Food,Credit Card,2820.21,-35452.33
2023-01-26 23:15:16,Expense,Health,Cash,3641.53,-39093.86
2024-01-09 01:04:38,Expense,Shopping,UPI,3310.36,-42404.22
2023-11-28 06:08:30,Income,Business Income,Mobile Wallet,331.03,-42073.19
2023-06-11 13:32:10,Expense,Shopping,Credit Card,1088.6,-43161.79
2023-05-06 20:44:04,Income,Freelance,Mobile Wallet,4483.15,-38678.64
2023-10-04 07:29:50,Income,Investments,Mobile Wallet,4616.41,-34062.23
2023-01-27 21:51:29,Income,Rental Income,Other,4237.72,-29824.51
2023-01-22 06:16:55,Expense,Travel,Bank to Bank,395.68,-30220.19
2023-03-28 16:30:12,Income,Other,Credit Card,3788.94,-26431.25
2023-06-03 05:17:11,Income,Salary,Bank to Bank,3900.95,-22530.3
2023-05-22 02:14:37,Income,Rental Income,Other,1087.71,-21442.59
2023-04-15 12:51:47,Income,Gifts,Other,144.15,-21298.44
2023-08-16 07:28:54,Income,Freelance,Cash,2929.04,-18369.4
2023-10-25 16:18:07,Expense,Shopping,UPI,4505.02,-22874.42
2023-05-07 04:43:59,Expense,Travel,Mobile Wallet,4126.21,-27000.63
2023-05-20 22:46:56,Expense,Entertainment,UPI,843.88,-27844.51
2023-12-11 08:37:41,Income,Business Income,Bank to Bank,2898.2,-24946.31
2023-02-11 12:46:19,Expense,Education,Credit Card,2749.43,-27695.74
2023-09-05 18:34:57,Income,Business Income,Bank to Bank,3771.42,-23924.32
2023-06-05 07:17:53,Expense,Shopping,Debit Card,3067.37,-26991.69
2023-07-18 22:20:14,Income,Investments,Bank to Bank,231.94,-26759.75
2023-11-04 13:28:14,Expense,Education,Bank to Bank,3633.68,-30393.43
2023-06-18 15:14:15,Income,Rental Income,UPI,2284.92,-28108.51
2023-04-02 17:43:17,Expense,Food,UPI,3998.8,-32107.31
2023-09-24 21:21:21,Expense,Health,Credit Card,3499.36,-35606.67
2023-06-20 17:45:10,Expense,Shopping,Bank to Bank,2127.49,-37734.16
2024-01-02 05:40:45,Income,Rental Income,Other,3530.41,-34203.75
2023-07-26 20:54:19,Expense,Transport,UPI,974.23,-35177.98
2023-06-26 13:50:22,Expense,Transport,Credit Card,1886.38,-37064.36
2023-08-15 16:23:16,Expense,Housing,Debit Card,448.99,-37513.35
2023-04-16 15:53:51,Income,Business Income,Credit Card,2208.1,-35305.25
2023-09-27 17:11:30,Income,Business Income,Bank to Bank,2467.57,-32837.68
2023-02-18 22:09:51,Income,Investments,Credit Card,2529.68,-30308.0
2023-11-22 01:26:03,Expense,Education,Other,1092.46,-31400.46
2023-09-13 16:38:26,Income,Rental Income,UPI,4830.96,-26569.5
2023-03-11 03:11:30,Expense,Transport,Other,450.19,-27019.69
2023-01-23 11:16:35,Expense,Transport,UPI,3497.56,-30517.25
2023-06-18 23:18:41,Expense,Bills,Cash,3964.84,-34482.09
2023-09-20 20:45:55,Expense,Food,Credit Card,4565.14,-39047.23
2023-12-17 01:36:47,Expense,Health,Debit Card,1900.76,-40947.99
2024-01-11 14:35:38,Income,Rental Income,Cash,3643.3,-37304.69
2023-08-04 10:43:53,Income,Salary,Cash,1029.67,-36275.02
2023-05-27 09:12:36,Expense,Health,Mobile Wallet,1055.39,-37330.41
2023-06-10 19:22:15,Income,Salary,Credit Card,3725.54,-33604.87
2023-08-01 02:36:58,Income,Salary,Debit Card,1534.56,-32070.31
2023-10-05 06:01:26,Income,Gifts,Credit Card,1519.57,-30550.74
2023-09-29 00:33:33,Income,Other,Bank to Bank,3359.76,-27190.98
2023-03-23 16:35:52,Expense,Miscellaneous,Bank to Bank,4098.45,-31289.43
2023-05-31 07:52:38,Expense,Housing,Other,4247.42,-35536.85
2023-03-24 14:04:05,Income,Investments,Bank to Bank,4118.03,-31418.82
2023-12-05 17:18:47,Income,Freelance,Bank to Bank,4096.69,-27322.13
2023-11-05 21:56:18,Expense,Bills,Credit Card,4303.93,-31626.06
2023-03-06 13:57:24,Expense,Miscellaneous,Cash,924.4,-32550.46
2024-01-05 04:40:11,Income,Salary,Credit Card,592.67,-31957.79
2023-03-03 20:12:46,Expense,Entertainment,Debit Card,4268.36,-36226.15
2023-01-06 20:41:05,Expense,Education,Other,4205.48,-40431.63
2023-09-20 22:46:35,Income,Rental Income,UPI,4330.3,-36101.33
2023-10-19 23:36:47,Expense,Food,Debit Card,2733.46,-38834.79
2023-07-26 16:03:15,Expense,Bills,Cash,421.15,-39255.94
2023-12-07 15:16:15,Expense,Miscellaneous,Cash,4019.36,-43275.3
2023-05-03 22:12:45,Expense,Food,UPI,2267.37,-45542.67
2023-03-02 19:15:03,Expense,Food,Cash,462.49,-46005.16
2023-05-25 03:50:59,Expense,Entertainment,Credit Card,3122.96,-49128.12
2023-07-15 18:16:17,Expense,Travel,Mobile Wallet,4263.1,-53391.22
2023-12-01 02:57:24,Income,Investments,Bank to Bank,677.87,-52713.35
2023-12-22 22:59:05,Expense,Education,UPI,441.42,-53154.77
2023-05-03 21:25:42,Expense,Bills,Bank to Bank,1006.35,-54161.12
2023-09-18 12:58:08,Income,Business Income,Debit Card,1684.13,-52476.99
2023-08-31 07:18:05,Expense,Transport,Bank to Bank,112.98,-52589.97
2023-03-29 08:51:56,Income,Salary,Cash,3599.15,-48990.82
2023-03-01 08:39:11,Income,Freelance,UPI,2323.64,-46667.18
2023-10-14 06:02:28,Income,Freelance,Other,2493.16,-44174.02
2024-01-14 02:38:49,Income,Gifts,Cash,4526.93,-39647.09
2023-08-10 05:49:15,Income,Freelance,Mobile Wallet,4907.75,-34739.34
2023-07-24 21:52:18,Expense,Health,Debit Card,3211.62,-37950.96
2024-01-14 03:48:16,Income,Salary,UPI,4136.16,-33814.8
2023-06-09 14:31:45,Expense,Education,Debit Card,4085.78,-37900.58
2023-01-11 19:45:33,Expense,Education,UPI,4375.51,-42276.09
2023-11-25 20:04:53,Income,Rental Income,Cash,3988.74,-38287.35
2023-05-17 09:32:01,Expense,Miscellaneous,Mobile Wallet,3065.49,-41352.84
2023-02-13 17:15:31,Income,Business Income,Debit Card,802.21,-40550.63
2023-05-02 02:06:42,Expense,Food,Bank to Bank,2020.22,-42570.85
2023-06-04 10:17:35,Income,Other,Other,2301.31,-40269.54
2024-01-01 13:27:24,Income,Salary,Other,4833.98,-35435.56
2023-10-05 06:58:14,Income,Business Income,Mobile Wallet,1413.58,-34021.98
2024-01-22 02:21:57,Expense,Travel,Cash,4950.22,-38972.2
2023-02-12 03:21:54,Income,Other,Cash,3488.34,-35483.86
2023-05-18 13:25:22,Expense,Entertainment,Other,3830.99,-39314.85
2023-12-02 01:25:05,Income,Investments,UPI,292.96,-39021.89
2023-10-27 10:55:29,Expense,Food,Debit Card,3897.51,-42919.4
2023-09-21 22:10:54,Expense,Transport,Credit Card,2514.63,-45434.03
2023-12-14 18:48:26,Expense,Travel,Credit Card,236.56,-45670.59
2023-07-04 19:20:53,Expense,Miscellaneous,Mobile Wallet,1301.06,-46971.65
2023-12-03 02:41:59,Income,Business Income,Mobile Wallet,586.1,-46385.55
2023-06-21 06:48:59,Expense,Travel,Debit Card,4237.3,-50622.85
2023-10-19 14:45:31,Expense,Bills,Cash,2498.37,-53121.22
2023-09-19 19:04:28,Expense,Housing,Credit Card,1820.06,-54941.28
2023-01-10 09:52:05,Income,Freelance,Other,2612.77,-52328.51
2023-02-18 23:42:52,Income,Rental Income,Other,1171.69,-51156.82
2023-04-17 17:36:14,Expense,Health,Debit Card,2010.83,-53167.65
2023-09-29 04:14:04,Expense,Food,Debit Card,1663.07,-54830.72
2023-09-27 23:54:01,Income,Other,Other,2803.87,-52026.85
2023-07-09 23:06:15,Expense,Entertainment,Mobile Wallet,1271.06,-53297.91
2023-02-11 11:51:17,Expense,Shopping,Mobile Wallet,1189.97,-54487.88
2023-12-16 20:04:44,Expense,Travel,Cash,4824.58,-59312.46
2023-09-17 02:57:22,Income,Business Income,Cash,3184.84,-56127.62
2023-10-10 13:54:48,Income,Gifts,UPI,593.52,-55534.1
2023-03-08 20:19:20,Expense,Bills,Other,2079.04,-57613.14
2023-03-30 18:51:59,Income,Gifts,Other,4342.83,-53270.31
2023-08-01 07:01:07,Income,Freelance,Cash,4193.76,-49076.55
2023-07-29 23:55:31,Income,Rental Income,Bank to Bank,4229.83,-44846.72
2023-10-19 16:01:49,Income,Business Income,Mobile Wallet,2521.22,-42325.5
2023-09-30 11:17:50,Income,Gifts,Bank to Bank,847.99,-41477.51
2023-02-23 00:22:33,Income,Rental Income,Mobile Wallet,1160.44,-40317.07
2023-11-14 08:22:31,Income,Investments,Cash,4732.14,-35584.93
2023-01-02 08:47:09,Expense,Bills,Mobile Wallet,4794.21,-40379.14
2023-09-03 11:01:56,Expense,Housing,Debit Card,1953.29,-42332.43
2023-02-25 07:40:46,Income,Investments,Cash,4709.21,-37623.22
2023-04-24 02:32:32,Income,Business Income,Mobile Wallet,1717.92,-35905.3
2024-01-27 17:48:24,Expense,Food,Debit Card,4205.16,-40110.46
2023-07-05 19:00:15,Expense,Food,Mobile Wallet,372.88,-40483.34
2023-12-10 22:40:47,Income,Business Income,UPI,3284.33,-37199.01
2023-11-04 00:19:38,Expense,Shopping,UPI,1099.85,-38298.86
2024-01-01 10:58:02,Expense,Health,UPI,2618.36,-40917.22
2023-10-28 00:06:21,Expense,Miscellaneous,Debit Card,3376.36,-44293.58
2023-05-22 03:03:59,Expense,Bills,Bank to Bank,1239.32,-45532.9
2023-12-17 19:16:54,Expense,Education,Cash,4428.69,-49961.59
2023-09-22 01:54:46,Expense,Transport,Bank to Bank,4399.47,-54361.06
2024-01-30 03:01:15,Expense,Travel,Debit Card,134.66,-54495.72
2023-03-20 18:35:04,Expense,Miscellaneous,Bank to Bank,2788.61,-57284.33
2023-04-22 12:45:30,Income,Other,Bank to Bank,4079.75,-53204.58
2023-09-06 01:40:48,Expense,Housing,UPI,4339.17,-57543.75
2023-12-28 13:14:41,Expense,Food,UPI,1338.49,-58882.24
2023-09-15 21:35:01,Income,Salary,Cash,3166.32,-55715.92
2023-12-18 06:20:04,Expense,Miscellaneous,Other,1487.43,-57203.35
2023-05-20 09:35:18,Income,Investments,UPI,2831.03,-54372.32
2024-01-10 18:34:42,Income,Freelance,Other,2611.3,-51761.02
2023-12-24 13:04:37,Income,Freelance,Cash,1160.04,-50600.98
2023-11-10 12:11:39,Expense,Food,Debit Card,213.12,-50814.1
2023-04-16 08:17:52,Income,Other,Mobile Wallet,3086.0,-47728.1
2023-02-19 17:12:24,Expense,Travel,Other,1706.02,-49434.12
2023-07-20 08:58:42,Income,Business Income,Mobile Wallet,4307.63,-45126.49
2023-02-07 18:41:17,Income,Freelance,UPI,2632.74,-42493.75
2023-10-16 01:07:49,Expense,Shopping,Mobile Wallet,3357.62,-45851.37
2023-01-05 11:28:31,Income,Other,Bank to Bank,4565.4,-41285.97
2023-09-01 08:59:08,Expense,Housing,Credit Card,3964.61,-45250.58
2023-09-29 03:03:59,Expense,Entertainment,Other,2523.56,-47774.14
2023-03-09 04:03:52,Income,Business Income,Bank to Bank,4036.5,-43737.64
2024-01-21 12:53:50,Income,Business Income,Debit Card,1639.46,-42098.18
2023-09-25 08:08:10,Income,Rental Income,UPI,3884.69,-38213.49
2023-11-29 23:17:51,Income,Gifts,Debit Card,3559.24,-34654.25
2023-11-11 11:13:45,Income,Salary,Cash,3162.09,-31492.16
2023-05-12 16:08:20,Income,Rental Income,Bank to Bank,1391.08,-30101.08
2023-03-17 01:47:15,Income,Freelance,Cash,4843.08,-25258.0
2023-08-18 17:25:19,Expense,Food,Debit Card,3783.34,-29041.34
2023-06-02 01:42:41,Expense,Health,Cash,2546.63,-31587.97
2023-10-28 02:27:27,Expense,Education,Other,3446.58,-35034.55
2023-10-23 03:13:32,Income,Salary,Credit Card,3148.82,-31885.73
2023-01-30 16:02:02,Expense,Travel,Credit Card,4093.36,-35979.09
2023-06-15 04:13:37,Expense,Health,Cash,4081.29,-40060.38
2023-12-31 16:37:21,Income,Business Income,Bank to Bank,2636.47,-37423.91
2023-12-16 14:45:55,Income,Other,Credit Card,4939.99,-32483.92
2023-05-18 03:24:37,Income,Investments,Mobile Wallet,554.01,-31929.91
2023-11-23 09:26:57,Expense,Food,Mobile Wallet,4095.72,-36025.63
2023-05-26 04:06:56,Expense,Travel,Credit Card,149.05,-36174.68
2023-03-30 07:18:59,Income,Other,UPI,1984.46,-34190.22
2023-12-07 19:41:50,Expense,Education,Credit Card,4146.16,-38336.38
2024-01-21 03:02:05,Expense,Food,Other,1833.97,-40170.35
2023-10-12 13:02:41,Expense,Food,Credit Card,4934.77,-45105.12
2023-08-10 20:01:57,Expense,Shopping,Mobile Wallet,3843.26,-48948.38
2023-11-15 04:29:34,Expense,Housing,Debit Card,4106.83,-53055.21
2023-11-18 05:14:21,Income,Business Income,Credit Card,2198.85,-50856.36
2023-11-06 00:17:32,Expense,Transport,UPI,3930.05,-54786.41
2023-09-10 11:36:11,Expense,Shopping,Credit Card,263.34,-55049.75
2023-11-14 18:15:42,Expense,Food,Debit Card,511.18,-55560.93
2023-08-05 02:11:17,Income,Salary,Other,4756.4,-50804.53
2023-01-24 10:02:00,Expense,Bills,Other,2794.56,-53599.09
2023-03-28 19:04:33,Income,Salary,Other,2218.48,-51380.61
2023-09-26 11:42:55,Expense,Bills,UPI,4191.19,-55571.8
2023-09-16 11:37:34,Expense,Travel,Credit Card,1759.26,-57331.06
2023-10-30 21:11:17,Expense,Shopping,Mobile Wallet,3117.34,-60448.4
2023-02-26 05:39:56,Income,Investments,Debit Card,1249.46,-59198.94
2023-08-05 11:11:00,Income,Gifts,UPI,4262.4,-54936.54
2023-09-19 18:30:08,Expense,Travel,Bank to Bank,1851.89,-56788.43
2023-04-27 16:05:03,Expense,Shopping,Bank to Bank,1962.87,-58751.3
2023-02-04 13:21:41,Income,Salary,Bank to Bank,2227.82,-56523.48
2023-05-04 14:26:25,Income,Rental Income,Credit Card,3008.97,-53514.51
2023-04-03 06:42:55,Expense,Transport,Cash,1828.55,-55343.06
2023-12-12 23:24:18,Income,Salary,Mobile Wallet,4230.19,-51112.87
2023-08-20 15:16:34,Income,Gifts,Bank to Bank,2834.2,-48278.67
2023-10-11 23:20:56,Income,Investments,Debit Card,2775.6,-45503.07
2023-10-16 23:51:17,Expense,Miscellaneous,Debit Card,4131.59,-49634.66
